ID,Confirmed,Deaths
0,516577.0960383237,10588.9134548895
1,63078.508974982455,314.2980469854315
2,843848.9739645254,17021.388534822552
3,331130.27909566415,5641.064454661128
4,3674317.65979445,59522.34921552749
5,463402.98671023065,6126.143723142643
6,311792.7392056184,7906.826343923337
7,95067.71721662456,1563.5508091037736
8,2066511.4696873752,33566.10597261421
9,1062032.5148927544,19119.294321554582
10,30873.93091417006,464.5031017016735
11,180965.14054040858,1967.5007928245273
12,1247533.6432688644,23640.43601614765
13,688599.5557509708,13081.161245887306
14,352221.1480801863,5758.5486427441165
15,304477.81363911123,4883.844045410611
16,428044.82123134064,6116.501459854729
17,446016.04573011195,10169.628529192032
18,50728.72763519688,747.5485216885999
19,412493.04768558213,8313.31703789077
20,638308.6280435718,17229.62592964675
21,749835.4930917288,17164.18555821505
22,520868.4412586573,6950.356893300399
23,305781.80174564454,7051.218839978091
24,582887.3127508265,8879.14130362189
25,104784.98744136255,1440.6025444372342
26,209824.8743373134,2186.0225800453545
27,304308.32280418515,5262.4833598548075
28,84493.9180171051,1241.2679620875447
29,912741.0845506734,24625.60150000117
30,192055.84829473216,3949.7555149037626
31,1881345.7416288487,50421.79046850768
32,916792.2745446716,12153.880208559014
33,103285.30205267097,1501.1247364421718
34,1020061.2335165022,19081.002235398395
35,440693.01352201484,4982.15740085203
36,165466.24415176627,2388.9854709068823
37,1031656.6541713169,25146.21084844364
38,137757.47842435577,2626.2349062293038
39,553008.5270875392,9179.797582436437
40,118008.13737751488,1940.4426058935028
41,813646.8793539014,11947.054895217232
42,2797353.6904084384,48406.17192442421
43,386423.35283824283,2130.585381064905
44,19432.44964257602,228.73452182833302
45,620597.6522862298,10281.04113903767
46,365628.453194559,5266.197786327006
47,142159.45219816503,2692.290105774008
48,637124.4720250187,7347.195733901318
49,56404.93675693515,702.48380554847
50,517831.892349855,10624.463019321294
51,63254.73629510287,315.58839921274836
52,845903.2487691453,17075.40491078959
53,331902.4545683211,5656.01799174803
54,3679842.9311245386,59769.23989395905
55,464715.4790720044,6145.380338160774
56,312940.032641694,7924.5140986113765
57,95317.24020879074,1568.1086304183746
58,2075273.7234205087,33708.66814614075
59,1064502.8543100876,19183.1593808395
60,30996.689805267582,466.43614770529274
61,181390.99450254467,1972.9617616063551
62,1250852.467183942,23702.47134973579
63,690687.4291748883,13123.035156457603
64,353076.1835431251,5773.983258587005
65,305011.1865443206,4897.588408065175
66,429220.17642974306,6143.411092391878
67,447100.10497970716,10198.050376519692
68,50952.192974240505,752.0789497236901
69,413633.76661947573,8340.449605897158
70,641050.76776988,17273.919746236872
71,753206.6016454615,17209.03673948203
72,522111.6478753189,6974.7058528077105
73,306412.55044520553,7070.297224667789
74,584085.0207642511,8905.09722231524
75,105016.15644011246,1444.1779536765462
76,210300.03894411717,2192.0013162329
77,304850.1502784543,5275.865997469571
78,84809.83959345767,1244.5117351537754
79,916643.6165398788,24689.724356428844
80,192456.49634709855,3962.424172548885
81,1889436.7574131389,50543.64830435545
82,919433.5723492953,12196.084849961204
83,103478.02181642519,1504.2246419113292
84,1022537.5419722698,19129.638721389718
85,441644.03017128736,5011.618923445125
86,165917.17760858109,2394.9258898999096
87,1035610.6947617887,25217.904432775926
88,138182.98894850086,2633.4171433565652
89,554376.6623730978,9213.380200151425
90,118255.30257966253,1945.8458576410426
91,815437.6625203468,11989.832621365213
92,2802753.399366638,48559.287346905316
93,387199.4455561091,2139.1191077638455
94,19589.591599255575,230.46469637097601
95,622207.2730958437,10310.05420722228
96,366763.0092513866,5286.344847689872
97,142577.92428024067,2708.5149550931437
98,638198.9274226807,7380.660508056355
99,56499.0818090903,704.9514420151152
100,519118.49116284464,10660.084167847464
101,63429.68630379902,316.006700014498
102,848047.7214473285,17129.049964276914
103,332668.68202068255,5670.861032674921
104,3685321.1339031286,60014.67039441391
105,466018.5082314003,6165.522199046849
106,314080.0115448151,7942.063946893614
107,95564.91307794301,1572.6339524043963
108,2083984.9509701084,33855.73792738333
109,1066960.695133108,19246.595919238705
110,31138.4303431124,468.997168195198
111,181815.2658447312,1978.3830437708368
112,1254438.3202309806,23779.9767168807
113,693304.8926196299,13189.989135257272
114,353924.713238726,5789.304271581057
115,305548.5174925941,4915.384118170015
116,430363.135120729,6170.374259408584
117,448175.9190617123,10226.26624116781
118,51172.42916967681,756.8555219788115
119,414755.5972978174,8367.463574493331
120,643777.0898910791,17317.882783811736
121,756375.5764289466,17253.554846288967
122,523345.345287228,6998.8953331709745
123,307040.74851795513,7089.3404596314085
124,585274.5948463287,8930.868312284994
125,105268.83627771756,1447.8482196978891
126,210771.5118724053,2197.936364706615
127,305389.15107959544,5289.148324251564
128,85119.56600714683,1247.73141375755
129,920397.9748786058,24753.37044559364
130,192853.96123340086,3975.006159590055
131,1897481.1387534451,50664.577643433826
132,922055.9529382873,12240.018921718045
133,103684.99781890977,1507.6569243612676
134,1024995.0088038109,19177.91095126561
135,442587.558293785,5041.657732748076
136,166365.25927175223,2400.821448994588
137,1039540.122583335,25289.082415344714
138,138605.53900102206,2640.8667361153334
139,555734.4503491159,9247.130764356596
140,118500.50607020406,1951.2098896395378
141,817214.4201815074,12032.33343473334
142,2808109.378329398,48711.34867978973
143,387969.31277077354,2147.6011505714105
144,19746.413786602876,232.19040422320617
145,623804.9099908507,10338.85778544461
146,367889.6875808618,5306.366347206553
147,142993.4250376098,2724.6738341413457
148,639301.4142646042,7413.940755824789
149,56592.44019399169,707.4029283611586
