ID,Confirmed,Deaths
0,617031.6595619861,12262.16043199704
1,75306.3665750881,363.81595221668096
2,1007830.9428842976,19713.0034306135
3,395558.41955808306,6536.641283832046
4,4392285.412083686,68866.72473771905
5,553211.5935860521,7095.483554584352
6,371884.6434197121,9165.872175126155
7,113498.79767603689,1811.4614186561228
8,2463556.2679208186,38834.47139743558
9,1268509.459878351,22138.913329430172
10,36819.42000281123,538.0910886259236
11,216141.03108592235,2279.6806184756215
12,1489936.0084050936,27395.051443532917
13,821886.3253483964,15149.318525176825
14,420704.77305309306,6672.5758902312555
15,363882.442564606,5658.294596329466
16,511063.556317349,7075.732372457975
17,532681.7102432395,11782.322889750245
18,60464.462924466985,863.4046765898427
19,492468.37623334106,9627.120369489287
20,760927.608870323,19966.283295528283
21,893544.5734006889,19889.602235508217
22,621989.336662674,8047.0257993788255
23,365326.28670453065,8170.1802291080185
24,696397.5929980575,10285.880385116227
25,125171.66696647464,1669.7176410432724
26,250632.86331746166,2532.960483390387
27,363669.3378739701,6098.629774323484
28,100777.16597550453,1438.512626740343
29,1088050.4923002739,28535.972669892093
30,229449.29929438414,4574.303247863982
31,2242553.534340624,58439.26240923264
32,1094414.8998026296,14072.298182167708
33,123422.53239895371,1740.589529849697
34,1218247.8805397714,22112.191141847423
35,526464.5604765483,5754.7268384759145
36,197555.4287408192,2768.8128346642293
37,1230354.1425156575,29131.993636411727
38,164412.86047751817,3043.0057159481
39,660421.2112362466,10626.297818235602
40,140983.31668122433,2248.3110939219564
41,971951.5357288988,13830.636659680215
42,3342523.3254907727,56060.98771436788
43,461696.2983490208,2465.5740973121465
44,23076.561891536014,263.89820734204875
45,741049.0117730486,11911.28649069309
46,436369.165032179,6096.306105838031
47,169691.39183152214,3109.230267783614
48,761479.5260747223,8498.979319800126
49,67415.50693475224,813.4458041525268
50,1346503.3675670915,26360.101334993036
51,164335.77327553608,782.2444167870967
52,2199316.139274198,42377.16963071162
53,863198.4698175552,14051.959660066848
54,9584964.270603947,148042.8656211949
55,1207233.4925233894,15253.302222087852
56,811536.9148789127,19704.014167038833
57,247680.3299710762,3894.246147095132
58,5376039.337777942,83482.56648256523
59,2768175.853427888,47592.14524297745
60,80348.51694841351,1156.8834693923982
61,471668.98937784927,4900.776401761375
62,3251378.85977242,58891.259069553314
63,1793542.7629345483,32566.621639820856
64,918073.5229141067,14344.178121098985
65,794074.2956208021,12163.778834936138
66,1115256.9050036727,15210.84312945926
67,1162432.625521881,25328.59514348641
68,131947.36948397418,1856.2097009222928
69,1074677.9998096307,20695.558859600867
70,1660517.00219768,42921.645053831366
71,1949917.331018773,42756.803870685035
72,1357322.1446987255,17298.831449312813
73,797225.0913756313,17563.57637982055
74,1519697.855277846,22111.694478448913
75,273153.1812228089,3589.539717642821
76,546937.999076558,5445.251824881079
77,793609.2527979495,13110.366841185527
78,219918.84100688034,3092.5185745197864
79,2374373.410876488,61343.896067276015
80,500710.6524049521,9833.523927731174
81,4893761.191878865,125626.96230697757
82,2388261.993158971,30251.352294720098
83,269336.1724352417,3741.8929323689754
84,2658493.6748381206,47534.70058824464
85,1148865.3930551899,12371.079110711073
86,431110.9849848339,5952.263342740258
87,2684912.2873363243,62625.1616271862
88,358786.3756308125,6541.695452172586
89,1441189.2214199414,22843.489427871245
90,307657.7911183607,4833.341372292418
91,2121019.126026691,29731.852808440726
92,7294145.037033397,120514.38803575732
93,1007526.3387098063,5300.391391207029
94,50358.480074707215,567.4513599600579
95,1617137.3896660116,25605.828042414345
96,952256.782993868,13105.371653817465
97,370305.3295968521,6684.058292162605
98,1661721.4108568646,18270.39539240256
99,147116.12582936487,1748.8131725087737
100,1581826.431338999,30148.960629240522
101,193056.39276369073,894.9589424520622
102,2583681.69414626,48468.06157811014
103,1014056.375103028,16071.847035597933
104,11260088.398051236,169320.42456638865
105,1418216.9476492275,17445.851020691698
106,953366.1481069187,22536.23584696424
107,290966.7261005399,4454.229140844643
108,6315587.407204628,95481.27901402107
109,3251958.6211944898,54432.552889702245
110,94391.03789143909,1323.4425136871241
111,554100.9387679001,5605.421668896175
112,3819608.9788943636,67355.61739815168
113,2106993.0163029497,37247.50512603471
114,1078521.7097761463,16406.06422116128
115,932851.6605352598,13912.289836573229
116,1310165.999869416,17397.289549285073
117,1365586.422083876,28969.202529773283
118,155007.6042499474,2123.278513325905
119,1262495.2905691452,23670.289032166373
120,1950718.904440865,49090.7910349718
121,2290696.508091413,48902.25826362838
122,1594535.9605182703,19785.37131963516
123,936553.1075746696,20088.16637664126
124,1785289.389163721,25289.956931434914
125,320891.36012562655,4105.729169573459
126,642524.3958204885,6228.151125757795
127,932305.3441397243,14994.924993227145
128,258353.4788030457,3537.2742984016086
129,2789332.986746353,70160.75651117053
130,588218.0907497313,11247.122023491153
131,5749023.543909365,143682.82422082394
132,2805648.8179748002,34599.476655802035
133,316407.2688117137,4279.979155209049
134,3123107.7508723177,54366.8520754462
135,1349648.101623131,14149.3840793233
136,506454.7830134954,6808.032225495923
137,3154143.4328478705,71626.17032479451
138,421490.3067348836,7482.179710905737
139,1693060.1325017866,26126.928173914042
140,361426.19515837677,5528.294626073861
141,2491701.042136225,34005.31277035606
142,8568912.34929363,137835.45175203623
143,1183607.8168925499,6062.4708115469075
144,59159.76876590415,649.2950282772939
145,1899758.0199944512,29286.280372487246
146,1118679.0340411959,14989.211878944021
147,435022.37970068905,7645.003467975065
148,1952133.802521436,20896.57204770475
149,172827.3401627323,2000.4465562385215
150,1837498.109474626,34160.4536362665
151,224260.51217269484,1014.2965837790309
152,3001283.712650164,54916.85488395729
153,1177959.110288166,18210.423174919124
154,13080062.13919311,191848.2547882233
155,1647444.347489478,19767.23418382904
156,1107459.4931741962,25534.879127441258
157,337996.1390338618,5047.116785653788
158,7336379.112654476,108185.0369726047
159,3777574.555754455,61674.903504755486
160,109647.8292879594,1499.7885823995875
161,643660.8590525235,6351.471955281017
162,4436974.509473767,76317.34218315143
163,2447547.6181604825,42203.43774674705
164,1252844.0075199741,18589.106933843155
165,1083629.2392655406,15763.543501871525
166,1521929.073872746,19712.211757318724
167,1586307.1251636802,32823.732333397864
168,180061.8799606045,2406.0403131579587
169,1466553.3252627447,26819.814617123673
170,2266014.8476238195,55622.43658861921
171,2660943.1922850637,55408.82010922617
172,1852261.8858713578,22418.020496297308
173,1087928.9529420566,22761.101508655818
174,2073846.8814842976,28654.974371909382
175,372757.5058216236,4652.2499601090685
176,746376.241324873,7057.053659942884
177,1082994.6214923887,16990.219951719457
178,300111.59713778447,4008.163908605795
179,3240174.5210208255,79495.69646745402
180,683292.3824589592,12743.783270451673
181,6678241.2639446985,162799.65020409317
182,3259127.48777403,39203.097195272014
183,367548.6487060422,4849.683372881426
184,3627897.4582689367,61600.46139830034
185,1567792.686422261,16032.182407774902
186,588313.6325896296,7714.086164742719
187,3663949.4522133265,81156.07910273637
188,489616.3077911065,8477.926909239042
189,1966710.5664102207,29603.302075881504
190,419844.0054283892,6264.083395529309
191,2894436.184315553,38529.881623851485
192,9953910.031772915,156174.30272958474
193,1374915.2318734273,6869.330087142942
194,68722.11345650163,735.9478379032458
195,2206817.1313013593,33182.99641237709
196,1299491.9791149562,16983.746725071196
197,505335.5761159514,8662.41386871486
198,2267658.4363509137,23677.06307938661
199,200761.82822416804,2266.8659402200665
200,2112281.0867935047,38369.39697134055
201,257797.12013156107,1139.5081619138725
202,3450101.222730434,61683.06525909102
203,1354113.4731542347,20454.262506654006
204,15036077.78738647,215484.93088358233
205,1893806.3531307743,22202.878512643092
206,1273071.220102161,28681.11910031992
207,388540.9713813928,5669.18704645109
208,8433474.364233846,121514.08859914997
209,4342479.955045555,69273.73099818715
210,126045.05636778087,1684.814608688016
211,739915.3277668703,7134.243700117622
212,5100487.730115544,85720.17343289527
213,2813558.4650420723,47403.3071062322
214,1440196.7887760466,20879.601535137837
215,1245677.3483817177,17705.91801491233
216,1749521.3061651522,22141.077115342036
217,1823526.5637438558,36867.986554555704
218,206988.947223371,2702.719975999749
219,1685864.5713414042,30124.363496115497
220,2604878.9667790798,62475.577295069495
221,3058865.586220324,62235.642458488874
222,2129252.664111633,25180.251712029945
223,1250620.0487549743,25565.601601083654
224,2383973.8671782548,32185.621864921766
225,428500.6137025073,5225.67113640812
226,857990.9477946954,7926.7557360960345
227,1244947.828757803,19083.72563709499
228,344991.1088886586,4502.231250354421
229,3724716.180035689,89290.11297111
230,785473.4184377929,14314.111915977172
231,7676917.431561989,182857.42848492926
232,3746503.4065566165,44033.31326516799
233,422512.8149916205,5447.429091429603
234,4170419.8828481175,69190.11734301511
235,1802243.443479903,18007.654248794024
236,676291.3803419489,8664.737127397058
237,4211863.154966175,91155.06101907764
238,562834.6851239593,9522.685936988357
239,2260816.200332152,33250.78712428722
240,482628.5107419896,7036.088539698265
241,3327275.528297459,43277.15499230781
242,11442435.431013737,175415.81317461823
243,1580522.757333239,7715.90391001004
244,78999.23747505598,826.8657990966977
245,2536828.720512436,37271.51332516859
246,1493820.5795585555,19076.45488447135
247,580904.6403028094,9729.902386762538
248,2606768.3406365197,26594.413097330886
249,230784.4019224879,2546.398794591162
250,2404638.184521187,42748.48003132496
251,293478.60763181176,1269.781215522124
252,3927623.469329287,68722.78874197262
253,1541534.0287581156,22788.80541319424
254,17117193.086432535,240077.08136966242
255,2155924.7771409936,24736.97982295903
256,1449274.8710952194,31954.540733979506
257,442318.4674782778,6316.403491129031
258,9600735.84022532,135381.94557338383
259,4943514.650276281,77179.72879932998
260,143490.99048863884,1877.320012746069
261,842325.8824206613,7948.657726337364
262,5806436.844516708,95503.09892360414
263,3202978.0352615737,52813.37277200165
264,1639531.972904541,23262.68567502892
265,1418089.4655212949,19726.809875185565
266,1991669.5103501468,24668.12542594033
267,2075917.6953364369,41075.723209634976
268,235638.17182990437,3011.3924342307655
269,1919202.1675353348,33562.49341729889
270,2965415.6032436886,69605.74512727148
271,3482237.650046388,69338.42805649294
272,2423958.7656824132,28054.141655801803
273,1423716.2756831958,28483.469072506705
274,2713935.4475832228,35858.99007080541
275,487808.848140422,5822.271936053553
276,976744.1251772107,8831.614111636154
277,1417258.9744692054,21261.857902838063
278,392740.951076643,5016.270465069783
279,4240247.362279741,99480.4529160969
280,894189.582055572,15947.918556452641
281,8739465.296728948,203726.0100024295
282,4265050.117520762,49058.783005157675
283,480992.2895612024,6069.337713591288
284,4747640.069665192,77086.57285042232
285,2051688.8187437698,20062.98134298282
286,769895.8650463918,9653.816617212578
287,4794819.426511914,101558.23560260289
288,640735.8437263793,10609.67765817823
289,2573731.76154246,37045.715854716145
290,549428.4847973379,7839.300742837042
291,3787797.7033740226,48216.32920634044
292,13026161.504084742,195435.13054964686
293,1799280.1927497867,8596.699110042904
294,89933.64898907513,921.4589717803964
295,2887946.6513960753,41525.30191958073
296,1700577.7309131047,21253.757385541758
297,661306.8271458037,10840.542401123337
298,2967566.481754997,29629.692269935895
299,262727.11030420254,2837.231312359902
300,2712785.9218710647,47269.02709711755
301,331087.3050909776,1404.262672524385
302,4430937.399339387,75989.92683883366
303,1739077.4460073437,25198.764516862153
304,19310712.50343875,265463.6685155512
305,2432200.605243856,27352.94396107945
306,1634995.542111298,35333.70855483251
307,499000.5657457621,6984.527927191222
308,10831042.836423121,149697.796470701
309,5577012.119103372,85341.1257567666
310,161879.20533644405,2076.044203985079
311,950267.7827288458,8789.380975048956
312,6550515.315597625,105602.0567456211
313,3613430.7329233717,58398.20780164971
314,1849633.5454021285,25722.754111401497
